chart_id,model,question,explanation,vega_lite_spec,spec
1a6pxfig1xf4oeu3,gpt-5.4-nano,Find a period with a franchise value of $200 million or less,Scan the bars and note the years whose franchise value is at or below 200 million. Check for a contiguous run of such years on the x-axis. Select one continuous period that satisfies the condition.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1a6pxfig1xf4oeu3.csv""},""description"":""Simple Bar chart for 1a6pxfig1xf4oeu3.csv"",""encoding"":{""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Franchise value in million US dollars"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Franchise value in million US dollars"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""<="",""value"":200,""xKindHint"":""quantitative""}],""ops2"":[{""direction"":""decreasing"",""field"":""Franchise value in million US dollars"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""minLength"":2,""mode"":""firstBreak"",""op"":""monotonicRun"",""orderField"":""Year"",""strict"":true}],""text_chunks"":{""ops"":""Scan the bars and note the years whose franchise value is at or below 200 million."",""ops2"":""Check for a contiguous run of such years on the x-axis. Select one continuous period that satisfies the condition.""}}"
4twwx65oath7vrkt,gpt-5.4-nano,Find the year in which the value of exports was greater than the minimum value of imports.,Find the minimum Value_Trillion_USD among the Imports points across all years. Compare each Exports Value_Trillion_USD against that minimum-imports value. Select the year where the exports value is greater than that threshold.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/4twwx65oath7vrkt.csv""},""description"":""Multiple line chart for 4twwx65oath7vrkt.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Trade_Type"",""legend"":{""labelFontSize"":11,""title"":""Trade_Type"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Value_Trillion_USD"",""titleFontSize"":13,""titlePadding"":10},""field"":""Value_Trillion_USD"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Trade_Type"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Trade_Type"",""title"":""Trade_Type"",""type"":""nominal""},{""field"":""Value_Trillion_USD"",""title"":""Value_Trillion_USD"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Value_Trillion_USD"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Value_Trillion_USD"",""group"":""Imports"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""findExtremum"",""which"":""min""}],""ops2"":[{""field"":""Value_Trillion_USD"",""group"":""Exports"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""diffByValue"",""signed"":true,""targetValue"":""ref:n1""}],""ops3"":[{""field"":""Value_Trillion_USD"",""group"":""Exports"",""id"":""n3"",""meta"":{""inputs"":[""n1""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""filter"",""operator"":"">"",""value"":""ref:n1""}],""text_chunks"":{""ops"":""Find the minimum Value_Trillion_USD among the Imports points across all years."",""ops2"":""Compare each Exports Value_Trillion_USD against that minimum-imports value."",""ops3"":""Select the year where the exports value is greater than that threshold.""}}"
1ar60b8rke2d8e64,gpt-5.4-nano,What year is the smallest difference between the two types?,Compute the absolute difference in Retention rate between the two Type bars within each Time Period group. Compare these gaps across all Time Periods. Select the Time Period with the minimum gap.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1ar60b8rke2d8e64.csv""},""description"":""Grouped bar chart for 1ar60b8rke2d8e64.csv"",""encoding"":{""color"":{""field"":""Type"",""type"":""nominal""},""column"":{""field"":""Time Period"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Type"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Retention rate"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""absolute"":true,""by"":""Time Period"",""field"":""Retention rate"",""groupA"":""Average"",""groupB"":""Messaging apps"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""pairDiff"",""seriesField"":""Type"",""signed"":false}],""ops2"":[{""field"":""Retention rate"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""min""}],""text_chunks"":{""ops"":""Compute the absolute difference in Retention rate between the two Type bars within each Time Period group."",""ops2"":""Select the Time Period with the minimum gap.""}}"
7w9v4fsbg5ydxsr2,gpt-5.4-nano,Find the difference between the average percentage of even and odd years,Split the years on the chart into even years and odd years. Average the percentage values for the even-year points and separately average the values for the odd-year points. Subtract the odd-year average from the even-year average to get the difference.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/7w9v4fsbg5ydxsr2.csv""},""description"":""Simple line chart for 7w9v4fsbg5ydxsr2.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Percentage of gross domestic product"",""titleFontSize"":13,""titlePadding"":10},""field"":""Percentage of gross domestic product"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Percentage of gross domestic product"",""title"":""Percentage of gross domestic product"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Percentage of gross domestic product"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""id"":""n1"",""include"":[""2010"",""2012"",""2014"",""2016"",""2018""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""xKindHint"":""ordinal""},{""field"":""Percentage of gross domestic product"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""},{""field"":""Year"",""id"":""n3"",""include"":[""2009"",""2011"",""2013"",""2015"",""2017""],""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":1,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Percentage of gross domestic product"",""id"":""n4"",""meta"":{""inputs"":[""n1""],""nodeId"":""n4"",""sentenceIndex"":1,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""},{""field"":""Percentage of gross domestic product"",""id"":""n5"",""meta"":{""inputs"":[""n2"",""n4""],""nodeId"":""n5"",""sentenceIndex"":1,""source"":""recursive_step=5;taskId=o5"",""view"":{""phase"":3}},""op"":""diff"",""signed"":true,""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""text_chunks"":{""ops"":""Split the years on the chart into even years and odd years. Average the percentage values for the even-year points and separately average the values for the odd-year points. Subtract the odd-year average from the even-year average to get the difference.""}}"
1a09xqtrj8zms716,gpt-5.4-nano,What is the average value of top 3 malls' per sqaure foot cost?,Sort the bars by the “US dollars per square foot” value in descending order. Select the three highest-valued malls. Add their per-square-foot costs together. Divide the sum by 3 to get the average.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1a09xqtrj8zms716.csv""},""description"":""Simple Bar chart for 1a09xqtrj8zms716.csv"",""encoding"":{""x"":{""field"":""City (Street)"",""type"":""nominal""},""y"":{""field"":""US dollars per square foot"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""US dollars per square foot"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sort"",""order"":""desc""},{""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""n"":[1,2,3],""op"":""nth""},{""field"":""US dollars per square foot"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":1,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""op"":""sum""},{""factor"":0.3333333333333333,""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":1,""source"":""recursive_step=4;taskId=o4"",""view"":{""phase"":4}},""op"":""scale"",""target"":""ref:n3""}],""text_chunks"":{""ops"":""Sort the bars by the “US dollars per square foot” value in descending order. Select the three highest-valued malls. Add their per-square-foot costs together. Divide the sum by 3 to get the average.""}}"
1bbe64wpvq06sknm,gpt-5.4-nano,"For each fiscal year, find the difference between the corresponding year value and the overall average","Sum the “Number of days in thousands” values across all fiscal years. 
Divide by the count of fiscal years to get the overall average. 
Subtract that average from each fiscal year’s value to obtain the per-year difference. 
Report the resulting differences for every fiscal year.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1bbe64wpvq06sknm.csv""},""description"":""Simple Bar chart for 1bbe64wpvq06sknm.csv"",""encoding"":{""x"":{""field"":""Fiscal Year"",""type"":""nominal""},""y"":{""field"":""Number of days in thousands"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Number of days in thousands"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sum""}],""ops2"":[{""field"":""Fiscal Year"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""count""},{""field"":""Number of days in thousands"",""id"":""n3"",""meta"":{""inputs"":[""n1""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""average""}],""ops3"":[{""field"":""Number of days in thousands"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":3,""source"":""recursive_step=4;taskId=o4"",""view"":{""phase"":3}},""op"":""diffByValue"",""signed"":true,""targetValue"":""ref:n3""}],""text_chunks"":{""ops"":""Sum the “Number of days in thousands” values across all fiscal years."",""ops2"":""Divide by the count of fiscal years to get the overall average."",""ops3"":""Subtract that average from each fiscal year’s value to obtain the per-year difference.""}}"
16fif5hdi8yzml00,gpt-5.4-nano,What is the difference between average of maximum payment in all states and average of minimum payment in all states?,"Collect the bar heights for the Maximum type across all state panels and compute their average. 
Gather the bar heights for the Minimum type across all state panels and compute their average. 
Subtract the minimum-type average from the maximum-type average.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/16fif5hdi8yzml00.csv""},""description"":""Grouped bar chart for 16fif5hdi8yzml00.csv"",""encoding"":{""color"":{""field"":""Type"",""type"":""nominal""},""column"":{""field"":""State"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Type"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Payment_Million_USD"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Payment_Million_USD"",""group"":""Maximum"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""average""}],""ops2"":[{""field"":""Payment_Million_USD"",""group"":""Minimum"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o4"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""average""}],""ops3"":[{""field"":""Payment_Million_USD"",""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o5"",""view"":{""phase"":2}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Collect the bar heights for the Maximum type across all state panels and compute their average."",""ops2"":""Gather the bar heights for the Minimum type across all state panels and compute their average."",""ops3"":""Subtract the minimum-type average from the maximum-type average.""}}"
827lhm2w7n652knp,gpt-5.4-nano,Count all the years that change from increasing to decreasing,Compute the year-to-year change in the immigrants value for each adjacent pair of years. Mark each interval as increasing when the change is positive and decreasing when the change is negative. Scan the sequence of interval directions and count the years where an increasing interval is immediately followed by a decreasing interval.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/827lhm2w7n652knp.csv""},""description"":""Simple line chart for 827lhm2w7n652knp.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Number of immigrants in millions"",""titleFontSize"":13,""titlePadding"":10},""field"":""Number of immigrants in millions"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Number of immigrants in millions"",""title"":""Number of immigrants in millions"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Number of immigrants in millions"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Number of immigrants in millions"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""lagDiff"",""order"":""asc""},{""field"":""Number of immigrants in millions"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""count""}],""text_chunks"":{""ops"":""Compute the year-to-year change in the immigrants value for each adjacent pair of years. Scan the sequence of interval directions and count the years where an increasing interval is immediately followed by a decreasing interval.""}}"
54gh54f24irr63pb,gpt-5.4-nano,Which of the most recent year's Party_advantage values has the largest Party_Advantage value of all years?,"Treat the most recent year as the largest value on the Year axis. 
List that year’s Party_Advantage categories from the stacked bar. 
Compare each of those categories’ Number_of_States values against the same Party_Advantage category in every other year. 
Select the category whose overall maximum Number_of_States is greatest among those candidates.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/54gh54f24irr63pb.csv""},""description"":""Stacked Bar chart for 54gh54f24irr63pb.csv"",""encoding"":{""color"":{""field"":""Party_Advantage"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Number_of_States"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Year"",""id"":""n1"",""include"":[""2018""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""xKindHint"":""nominal""}],""ops4"":[{""field"":""Number_of_States"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":4,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Treat the most recent year as the largest value on the Year axis."",""ops4"":""Select the category whose overall maximum Number_of_States is greatest among those candidates.""}}"
1p6uue3hxdxit3ey,gpt-5.4-nano,Which of the responses of people who are 30 to 44 years old have a higher value compared to those who are yes and no?,Focus on the 30 to 44 years old bars across the three Response columns. Note the values for the Yes and No responses in that age group. Compare the remaining response’s value against both of those two values. Select any response that exceeds both benchmarks.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1p6uue3hxdxit3ey.csv""},""description"":""Grouped bar chart for 1p6uue3hxdxit3ey.csv"",""encoding"":{""color"":{""field"":""Age Group"",""type"":""nominal""},""column"":{""field"":""Response"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Age Group"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Percentage of respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Percentage of respondents"",""group"":""30 to 44 years"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""retrieveValue"",""target"":""Yes""},{""field"":""Response"",""group"":""30 to 44 years"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""retrieveValue"",""target"":""No""},{""field"":""Percentage of respondents"",""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":1,""source"":""recursive_step=3;taskId=o4"",""view"":{""phase"":2}},""op"":""diffByValue"",""signed"":true,""targetValue"":""ref:n2""},{""field"":""Percentage of respondents"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":1,""source"":""recursive_step=4;taskId=o5"",""view"":{""phase"":3}},""op"":""diffByValue"",""signed"":true,""targetValue"":""ref:n3""}],""text_chunks"":{""ops"":""Note the values for the Yes and No responses in that age group. Compare the remaining response’s value against both of those two values.""}}"
1fngt6cb1d60a2ow,gpt-5.4-nano,"Does the value of all regions except Metro Total exceed 50,000?","Exclude the bar labeled Metro Total from consideration. 
Sum the Number of employees values for all remaining regions. 
Compare that sum to 50,000 to determine whether it is greater.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1fngt6cb1d60a2ow.csv""},""description"":""Simple Bar chart for 1fngt6cb1d60a2ow.csv"",""encoding"":{""x"":{""field"":""Region/Entity"",""type"":""nominal""},""y"":{""field"":""Number of employees"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""exclude"":[""Metro Total""],""field"":""Region/Entity"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter""}],""ops2"":[{""field"":""Number of employees"",""group"":[""Metro AG"",""Metro Asia"",""Metro Eastern Europe*"",""Metro Germany"",""Metro Russia"",""Metro Western Europe**"",""Others***""],""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sum""}],""ops3"":[{""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n2"",""targetB"":50000}],""text_chunks"":{""ops"":""Exclude the bar labeled Metro Total from consideration."",""ops2"":""Sum the Number of employees values for all remaining regions."",""ops3"":""Compare that sum to 50,000 to determine whether it is greater.""}}"
6rvtt4egfl5nmyue,gpt-5.4-nano,If you find the second largest year in value when you sort the values from 2012 to 2017 in descending order when the gender is female?,Filter the chart to the female series and the years 2012 through 2017. Sort those years by the life-expectancy values in descending order. Select the year in the second position of that sorted list.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/6rvtt4egfl5nmyue.csv""},""description"":""Multiple line chart for 6rvtt4egfl5nmyue.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Gender"",""legend"":{""labelFontSize"":11,""title"":""Gender"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Life expectancy at birth in years"",""titleFontSize"":13,""titlePadding"":10},""field"":""Life expectancy at birth in years"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Gender"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Gender"",""title"":""Gender"",""type"":""nominal""},{""field"":""Life expectancy at birth in years"",""title"":""Life expectancy at birth in years"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Life expectancy at birth in years"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""group"":""female"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2012"",""2017""]}],""ops2"":[{""field"":""Life expectancy at birth in years"",""group"":""female"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sort"",""order"":""desc"",""orderField"":""Year""}],""ops3"":[{""from"":""left"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""n"":2,""op"":""nth""}],""text_chunks"":{""ops"":""Filter the chart to the female series and the years 2012 through 2017."",""ops2"":""Sort those years by the life-expectancy values in descending order."",""ops3"":""Select the year in the second position of that sorted list.""}}"
1suppecte0dm69gm,gpt-5.4-nano,Is the average of Men's Not at all and Women's Not at all greater than All Results' Not at all?,Read the “Not at all” bar values for Men and Women from the chart. Calculate their average. Compare that average to the “Not at all” bar value for All adults. Determine whether the average is greater.,"{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/1suppecte0dm69gm.csv""},""description"":""Grouped bar chart for 1suppecte0dm69gm.csv"",""encoding"":{""color"":{""field"":""Response"",""type"":""nominal""},""column"":{""field"":""Respondent Group"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Response"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Percentage of respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Respondent Group"",""id"":""n1"",""include"":[""Men"",""Women""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Percentage of respondents"",""group"":""Not at all"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""average""},{""field"":""Percentage of respondents"",""group"":""Not at all"",""id"":""n3"",""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":1,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""retrieveValue"",""target"":""All adults""},{""id"":""n4"",""meta"":{""inputs"":[""n2"",""n3""],""nodeId"":""n4"",""sentenceIndex"":1,""source"":""recursive_step=4;taskId=o4"",""view"":{""phase"":3}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n2"",""targetB"":""ref:n3""}],""text_chunks"":{""ops"":""Read the “Not at all” bar values for Men and Women from the chart. Calculate their average. Compare that average to the “Not at all” bar value for All adults. Determine whether the average is greater.""}}"
1e56qqj7moat9gqa,gpt-5.4-nano,What is the value of Spending in Billion US Dollars if you find it and add it?,"Read the Spending in billion US dollars value for each bar in the chart. 
Sum the five values across all Fiscal Year & Status categories. 
Report the resulting total.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/1e56qqj7moat9gqa.csv""},""description"":""Simple Bar chart for 1e56qqj7moat9gqa.csv"",""encoding"":{""x"":{""field"":""Fiscal Year & Status"",""type"":""nominal""},""y"":{""field"":""Spending in billion US dollars"",""type"":""quantitative""}},""mark"":""bar""}","{""ops2"":[{""field"":""Spending in billion US dollars"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":2,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sum""}],""text_chunks"":{""ops2"":""Sum the five values across all Fiscal Year & Status categories.""}}"
